year,course,number,hsc_mean,hsc_sd,hsc_max,hsc_p99,hsc_p90,hsc_p75,hsc_p50,hsc_p25,scaled_mean,scaled_sd,scaled_max,scaled_p99,scaled_p90,scaled_p75,scaled_p50,scaled_p25
2023,Biology,19382,36.8,5.6,49.0,47.0,44.5,41.0,37.0,33.0,26.0,10.5,50.0,45.8,39.9,34.2,26.3,17.9
2023,Business Studies,18705,37.1,6.1,49.5,48.0,45.0,42.0,37.5,33.0,23.6,11.0,49.6,45.0,38.6,32.5,23.5,14.6
2023,Chemistry,9892,37.2,6.3,50.0,48.5,45.5,42.0,38.0,32.5,31.7,10.0,50.0,47.4,43.7,39.7,33.3,24.6
2023,Community & Family Studies,9099,37.4,5.2,49.0,47.0,44.0,41.0,38.0,34.0,18.6,10.7,44.3,41.1,34.1,26.9,17.7,9.7
2023,Dance,777,41.3,4.2,50.0,49.0,46.0,44.0,42.0,38.5,23.8,11.2,47.4,45.4,38.6,32.6,24.0,15.0
2023,Design & Technology,3783,38.8,5.3,49.5,48.0,45.5,42.5,39.5,35.5,22.8,10.6,48.4,46.1,37.5,30.6,22.3,14.6
2023,Drama,3324,40.8,4.7,50.0,49.0,46.5,44.5,41.0,37.5,24.2,11.2,50.0,47.0,40.0,32.8,23.7,15.5
2023,Earth & Environmental Science,2553,36.1,6.7,48.5,47.5,44.0,41.0,37.0,32.0,22.5,11.3,48.5,45.1,37.7,31.3,22.2,13.6
2023,Economics,5515,38.6,6.0,49.5,47.5,45.0,43.0,39.5,35.0,31.2,9.8,50.0,46.5,42.5,38.9,32.8,25.0
2023,Engineering Studies,2557,37.3,4.9,49.5,48.0,44.5,40.5,37.0,34.0,26.2,9.5,48.8,45.5,39.3,33.2,26.2,19.5
2023,English Studies Exam,1230,28.0,6.6,43.5,38.0,34.5,32.0,29.0,26.0,9.3,5.9,39.0,25.6,16.7,13.1,8.3,4.7
2023,English Standard,31696,35.3,4.4,47.5,43.5,40.5,38.0,35.5,32.5,19.9,8.2,46.7,38.9,30.9,25.6,19.5,13.8
2023,English Advanced,25102,41.1,3.5,49.5,47.5,45.5,43.5,41.5,39.0,32.6,8.1,50.0,46.7,42.4,38.7,33.5,27.5
2023,English EAL/D,1204,34.6,7.1,49.5,47.5,43.0,39.0,35.5,30.5,20.6,11.7,48.8,45.9,37.9,28.5,19.2,11.0
2023,English Extension 1,3671,42.6,4.4,50.0,49.0,47.0,46.0,44.0,40.0,36.3,6.4,50.0,47.3,43.7,40.8,37.3,32.8
2023,English Extension 2,1408,40.7,5.6,50.0,49.0,47.0,45.0,42.0,37.0,36.3,6.6,50.0,47.9,44.6,41.1,36.8,32.2
2023,Food Technology,3743,36.7,5.7,49.0,47.0,44.0,40.5,37.0,33.0,18.6,11.1,45.3,42.0,34.8,27.3,17.3,8.9
2023,Geography,4025,38.2,5.7,48.5,47.5,44.5,42.0,39.0,35.5,25.8,11.0,50.0,46.4,39.9,34.4,26.6,17.7
2023,Industrial Technology,5808,35.7,5.8,49.5,48.0,43.5,39.5,35.5,32.0,17.5,10.5,42.7,40.1,32.9,25.3,16.0,8.7
2023,Information Processes & Technology,1739,35.6,7.1,48.5,47.0,44.0,41.0,36.5,31.0,23.1,11.2,49.5,45.6,38.3,31.6,23.0,14.4
2023,Investigating Science,2875,37.3,5.5,48.5,47.0,44.0,41.0,38.0,34.0,20.1,11.0,46.8,43.7,35.5,28.5,19.6,11.3
2023,Legal Studies,10244,37.8,6.2,49.5,48.0,45.5,42.5,38.5,33.5,25.1,11.1,50.0,46.2,39.9,33.7,25.3,16.0
2023,Mathematics Standard 1 Exam,1608,36.0,5.3,49.5,46.5,42.5,39.5,36.0,33.0,13.5,8.8,35.1,32.8,26.5,20.2,11.9,6.0
2023,Mathematics Standard 2,30805,36.1,6.6,50.0,48.5,44.5,41.0,36.5,31.5,22.3,10.7,46.4,43.3,37.2,30.9,21.9,13.7
2023,Mathematics Advanced,16428,39.2,6.2,50.0,49.5,47.0,44.5,39.5,35.0,31.8,9.4,50.0,47.8,43.7,39.3,32.7,25.3
2023,Mathematics Extension 1,8390,39.2,7.8,50.0,49.0,47.5,46.0,41.0,34.0,40.2,7.7,50.0,49.4,47.7,45.7,42.2,36.8
2023,Mathematics Extension 2,3273,41.3,6.0,49.5,48.5,47.0,46.0,43.0,38.0,44.3,5.0,50.0,49.6,48.6,47.5,45.8,42.9
2023,Modern History,10456,36.6,6.7,49.5,47.5,45.0,41.5,37.5,32.5,25.3,10.9,50.0,45.6,39.6,34.0,26.0,16.9
2023,History Extension,1730,40.2,5.9,49.0,48.0,47.0,45.0,41.0,37.0,33.5,7.6,50.0,47.0,42.7,38.9,33.9,28.6
2023,Music 1,4380,41.3,4.8,50.0,49.0,46.5,44.5,42.0,39.0,21.4,10.8,47.0,43.9,36.6,29.5,21.1,12.9
2023,Music 2,727,43.3,3.4,50.0,49.0,47.5,46.0,43.5,41.0,34.1,8.5,50.0,48.6,44.7,40.7,34.9,27.7
2023,Music Extension,386,45.4,4.5,50.0,50.0,50.0,49.0,47.0,43.0,35.8,9.5,50.0,50.0,47.4,44.3,36.7,29.2
2023,PDH&PE,16873,36.7,5.4,49.0,46.5,44.0,41.0,37.0,33.0,22.7,10.6,48.5,42.7,36.9,31.3,22.8,14.1
2023,Physics,7921,37.6,6.0,49.0,48.0,45.5,42.5,38.0,33.5,30.9,9.9,50.0,47.6,43.1,38.9,32.0,23.8
2023,Science Extension,794,37.8,4.9,49.0,47.0,44.0,41.0,38.0,35.0,32.2,7.2,49.5,47.0,41.1,37.1,32.6,27.9
2023,Society & Culture,5040,38.8,5.2,49.5,48.0,45.0,42.5,39.0,35.5,23.4,10.6,48.7,45.1,37.9,31.4,23.2,15.3
2023,Software Design & Development,1648,37.1,6.4,49.5,48.5,45.5,42.0,37.5,33.0,26.4,10.9,50.0,47.8,41.5,34.8,26.5,18.0
2023,Studies of Religion I,8239,39.2,4.9,50.0,48.0,45.0,43.0,39.0,36.0,27.5,9.0,48.5,44.4,39.1,34.6,27.9,21.1
2023,Studies of Religion II,5734,38.9,5.0,49.5,47.5,45.0,42.5,39.5,36.0,27.7,9.8,50.0,45.4,40.2,35.4,28.3,21.0
2023,Textiles & Design,1401,39.2,5.6,49.5,48.5,46.0,43.5,40.0,35.5,23.0,11.1,48.7,45.0,38.5,31.3,23.2,13.9
2023,Visual Arts,8631,40.9,4.2,50.0,48.5,46.0,44.0,41.5,38.5,21.8,11.2,48.9,45.7,37.7,30.4,20.8,12.5
2023,Arabic Continuers,192,40.7,4.4,49.0,48.0,46.0,43.5,41.0,38.5,19.2,11.9,48.0,45.5,37.6,27.6,16.8,10.1
2023,Arabic Extension,59,41.5,4.7,50.0,50.0,46.0,45.0,42.0,38.0,25.2,9.5,48.2,48.2,37.0,31.8,24.3,17.2
2023,Chinese Continuers,193,42.2,5.7,49.5,49.5,48.0,46.5,43.5,39.5,32.4,9.9,50.0,48.9,44.1,39.2,33.7,26.8
2023,Chinese Extension,52,45.0,3.1,49.0,49.0,48.0,47.0,45.0,44.0,36.2,6.9,50.0,50.0,44.1,41.0,35.5,32.0
2023,Chinese & Literature,261,41.8,3.6,48.5,47.5,46.0,44.5,42.5,39.5,24.4,10.2,48.9,45.6,37.9,31.8,24.5,15.9
2023,Chinese in Context,128,44.8,3.2,49.0,49.0,48.0,47.0,46.0,43.5,31.0,9.3,50.0,49.1,42.2,36.8,32.8,25.1
2023,French Beginners,298,38.2,6.9,49.5,49.0,47.0,44.0,38.0,33.5,24.8,10.9,49.2,47.3,39.7,33.5,24.3,16.6
2023,French Continuers,511,41.0,4.5,49.0,48.5,46.5,45.0,41.0,38.0,34.0,8.1,50.0,48.4,43.9,40.2,34.8,28.3
2023,French Extension,113,39.6,4.6,47.0,47.0,46.0,44.0,40.0,37.0,39.0,5.8,50.0,49.7,46.0,43.6,39.5,35.6
2023,German Beginners,77,39.5,6.7,50.0,50.0,47.5,45.0,40.5,34.0,24.3,11.7,49.9,49.9,40.1,32.7,23.4,15.4
2023,German Continuers,162,40.8,5.3,49.0,48.5,47.0,45.0,40.5,37.0,33.5,9.6,50.0,49.2,46.2,41.4,33.6,25.7
2023,Indonesian Continuers,48,42.5,4.7,49.0,49.0,47.5,46.5,43.0,38.5,30.1,8.8,47.5,47.5,41.2,37.1,30.1,22.4
2023,Italian Beginners,232,38.9,6.6,50.0,49.5,47.5,44.0,39.5,35.0,26.2,10.7,50.0,49.0,41.7,33.4,25.4,18.4
2023,Italian Continuers,167,41.0,5.0,49.5,49.0,47.0,45.0,42.0,38.0,32.2,9.2,50.0,49.7,42.9,39.0,33.2,26.5
2023,Japanese Beginners,525,35.4,9.0,49.5,48.0,45.5,42.0,37.0,30.0,23.4,11.8,48.2,43.7,38.2,33.4,24.4,13.5
2023,Japanese Continuers,659,39.6,6.1,49.5,48.5,46.5,44.5,40.5,36.0,30.8,10.0,50.0,47.2,43.0,38.9,32.1,23.9
2023,Japanese Extension,145,42.3,5.6,49.0,49.0,48.0,47.0,45.0,39.0,37.2,6.5,50.0,48.0,44.7,42.2,38.0,33.2
2023,Japanese in Context,51,43.5,2.6,46.5,46.5,45.5,45.0,44.0,42.5,28.8,10.5,48.8,48.8,40.0,35.7,29.6,21.7
2023,Korean Beginners,129,40.3,5.2,49.0,49.0,47.0,44.0,41.0,37.0,25.9,9.4,45.9,44.3,39.2,32.3,26.4,19.3
2023,Korean in Context,56,45.1,3.2,49.0,49.0,48.0,47.0,46.5,43.5,29.2,8.8,48.4,48.4,40.5,34.5,30.6,22.0
2023,Latin Continuers,160,43.5,3.8,49.5,49.0,48.0,46.0,44.5,41.5,41.2,6.4,50.0,49.7,48.1,45.8,42.6,38.4
2023,Latin Extension,92,45.9,3.1,50.0,50.0,49.0,48.0,46.0,45.0,42.2,6.0,50.0,50.0,47.8,45.9,43.2,39.9
2023,Modern Greek Beginners,86,41.9,6.9,49.5,49.5,48.0,47.0,43.5,39.0,25.5,10.8,48.7,48.7,38.5,34.1,25.5,17.9
2023,Modern Greek Continuers,67,43.4,4.2,49.5,49.5,48.5,47.5,44.0,39.5,28.1,9.8,48.6,48.6,42.0,37.3,26.7,19.7
2023,Spanish Beginners,192,39.3,7.6,49.0,49.0,47.0,44.5,40.5,36.0,25.8,12.7,50.0,50.0,42.2,35.4,26.1,16.6
2023,Spanish Continuers,128,41.0,4.5,50.0,49.0,46.5,44.5,41.5,38.0,26.8,10.1,48.8,45.6,40.3,34.5,26.3,20.3
2023,Vietnamese Continuers,110,39.4,3.9,48.5,46.5,44.0,42.0,39.5,37.5,19.7,10.0,44.2,42.1,33.8,27.2,18.3,12.2
2023,Automotive Exam,229,34.1,5.7,47.5,47.0,42.0,37.0,34.0,30.5,15.1,8.5,36.0,35.6,28.4,19.7,13.9,8.8
2023,Business Services Exam,1032,37.2,4.4,48.5,46.5,42.5,40.0,38.0,34.5,19.5,10.1,43.7,42.2,33.7,26.8,19.5,11.3
2023,Construction Exam,1551,38.4,4.7,49.5,47.0,44.0,42.0,39.0,35.5,16.2,10.0,40.6,37.8,30.5,24.1,14.9,7.8
2023,Electrotechnology Exam,251,35.5,4.6,48.5,46.5,41.5,38.0,35.5,32.5,17.9,8.3,38.3,36.9,29.6,23.0,16.8,11.7
2023,Entertainment Industry Exam,691,38.6,5.5,48.5,47.5,45.5,43.0,39.0,35.0,21.3,10.0,45.6,43.3,35.3,29.1,20.5,13.4
2023,Financial Services Exam,81,37.0,5.1,48.0,48.0,44.0,41.5,36.5,34.0,23.0,10.1,46.1,46.1,37.8,31.6,21.0,16.3
2023,Hospitality Exam,4424,37.4,4.8,49.5,46.5,43.0,40.5,37.5,34.5,19.0,10.3,44.2,41.4,33.0,26.0,17.7,11.1
2023,Human Services Exam,652,36.4,4.1,49.0,46.5,42.0,39.0,36.5,33.5,19.2,9.3,41.9,39.8,32.6,26.5,19.3,11.7
2023,Information & Digital Technology Exam,366,38.1,4.3,48.0,46.5,44.0,41.5,38.0,35.0,20.8,9.2,43.1,40.3,34.1,28.3,19.7,13.5
2023,Primary Industries Exam,498,37.2,4.1,47.0,45.5,42.5,40.0,37.5,34.5,16.1,9.7,39.7,38.2,30.6,22.6,15.3,8.5
2023,Retail Services Exam,751,35.1,5.0,47.5,45.5,41.0,38.5,35.5,32.0,16.4,10.8,42.8,40.8,31.9,24.0,14.6,7.2
2023,"Tourism, Travel & Events Exam",67,38.1,3.8,45.5,45.5,43.0,40.5,38.5,36.0,20.5,11.0,46.3,46.3,36.8,27.2,19.5,12.6
2024,Aboriginal Studies,759,36.3,7.2,49.5,48.5,45.0,42.0,37.0,31.0,15.1,12.1,44.7,43.6,34.3,23.9,11.9,4.4
2024,Agriculture,1586,36.3,6.4,50.0,48.5,45.0,41.0,36.5,31.5,18.6,11.2,45.6,42.1,35.0,27.4,17.1,9.1
2024,Ancient History,7755,36.7,6.9,50.0,48.0,44.5,41.5,37.5,32.5,22.7,11.3,49.5,45.2,38.1,31.4,22.8,13.7
2024,Biology,19044,37.1,5.7,49.0,47.0,44.0,41.5,38.0,33.5,26.0,10.4,50.0,45.5,39.5,34.3,26.6,18.2
2024,Business Studies,19570,36.9,6.5,49.5,47.5,45.0,42.0,37.5,33.0,23.5,11.4,50.0,45.4,39.0,32.8,23.5,14.2
2024,Chemistry,9722,37.3,6.2,50.0,48.0,45.0,42.0,38.0,33.0,31.8,9.9,50.0,47.1,43.4,39.9,33.7,24.9
2024,Community & Family Studies,9772,37.5,5.2,49.5,47.0,44.0,41.5,38.0,34.0,18.4,10.7,44.4,40.9,33.8,26.9,17.4,9.4
2024,Dance,849,41.2,4.6,50.0,49.5,46.5,44.0,42.0,38.5,23.4,11.9,48.2,46.0,40.0,32.6,23.5,13.9
2024,Design & Technology,4078,38.9,5.1,50.0,48.0,45.0,43.0,39.5,35.0,22.9,10.5,48.6,45.3,37.2,31.0,22.8,14.5
2024,Drama,3481,41.1,4.4,50.0,49.0,46.5,44.5,41.0,38.5,24.2,11.3,50.0,47.2,39.7,33.0,23.8,15.5
2024,Earth & Environmental Science,2571,36.7,5.6,48.5,46.5,43.5,41.0,37.0,33.0,22.6,11.0,48.3,44.4,37.4,31.3,22.7,13.6
2024,Economics,5598,38.9,6.0,50.0,48.0,45.5,43.5,40.0,35.5,31.5,9.6,50.0,46.4,42.3,38.9,33.4,25.6
2024,Engineering Studies,2508,37.3,5.3,49.5,48.0,44.5,41.0,37.0,34.0,26.1,10.0,49.7,46.0,39.6,33.7,26.1,18.6
2024,English Studies Exam,1491,28.5,6.2,45.0,39.0,35.0,32.5,29.0,26.5,8.8,5.9,41.8,27.5,16.1,12.6,8.1,4.1
2024,English Standard,32992,35.9,4.0,48.0,44.0,40.5,38.5,36.5,33.5,20.1,8.2,47.7,39.5,31.2,25.8,19.6,14.0
2024,English Advanced,25397,41.2,3.4,49.5,47.5,45.5,43.5,41.5,39.0,32.7,8.1,50.0,46.7,42.4,38.8,33.7,27.6
2024,English EAL/D,1246,35.1,6.7,49.0,47.5,43.5,39.5,35.5,31.5,21.2,11.7,49.1,46.8,38.2,30.2,19.6,11.8
2024,English Extension 1,3782,42.9,4.3,50.0,49.0,47.0,46.0,44.0,41.0,36.2,6.2,50.0,46.9,43.3,40.6,36.9,32.7
2024,English Extension 2,1479,41.3,5.6,50.0,50.0,48.0,46.0,42.0,38.0,35.8,6.6,50.0,48.7,44.4,40.7,36.0,31.4
2024,Food Technology,4262,36.7,6.0,50.0,48.5,44.5,41.5,36.5,32.5,18.8,11.3,45.8,43.3,35.9,27.6,16.8,9.2
2024,Geography,4661,37.7,5.8,49.5,47.5,45.0,42.0,38.0,34.5,25.4,11.1,50.0,46.2,39.8,34.1,25.9,17.2
2024,Industrial Technology,5959,35.6,5.8,50.0,47.5,43.5,39.5,35.5,32.0,17.6,10.5,42.8,39.9,33.2,25.4,16.3,8.8
2024,Information Processes & Technology,1715,36.1,6.5,48.5,47.0,44.0,40.5,37.0,32.5,23.6,11.2,49.8,44.8,38.3,32.7,23.9,14.8
2024,Investigating Science,3240,37.5,5.1,48.5,46.5,44.0,41.5,37.5,34.0,20.3,11.0,47.1,43.2,35.4,28.9,19.6,11.4
2024,Legal Studies,10209,38.0,6.2,49.5,48.0,45.5,43.0,38.5,33.5,25.0,11.2,50.0,46.0,39.8,34.0,25.6,16.1
2024,Mathematics Standard 1 Exam,2139,35.7,5.4,49.5,47.0,43.0,39.5,36.0,32.0,13.4,9.1,35.6,33.8,27.8,19.8,11.8,5.5
2024,Mathematics Standard 2,31140,36.0,6.4,49.5,48.0,44.5,40.5,36.5,31.5,22.8,10.3,46.8,43.2,37.3,30.9,22.3,14.4
2024,Mathematics Advanced,16559,39.4,5.7,50.0,48.5,46.5,44.5,40.0,35.0,32.0,9.0,50.0,46.4,42.5,38.9,33.5,26.2
2024,Mathematics Extension 1,8846,40.3,6.9,50.0,49.0,47.5,46.0,42.0,36.0,39.6,7.2,50.0,49.1,46.9,44.8,41.3,36.5
2024,Mathematics Extension 2,3544,41.5,6.1,50.0,49.0,47.0,46.0,43.5,38.5,43.4,5.0,50.0,49.3,47.9,46.6,44.7,41.9
2024,Modern History,10590,37.7,5.8,49.0,47.5,45.0,42.0,38.5,34.0,25.2,11.0,50.0,46.1,39.5,33.8,25.8,16.9
2024,History Extension,1761,40.6,5.7,50.0,48.0,47.0,45.0,42.0,38.0,32.9,7.2,49.6,45.8,41.8,38.4,33.6,28.2
2024,Music 1,4554,41.0,4.8,50.0,48.5,46.0,44.0,42.0,38.5,21.1,10.8,46.8,43.1,36.0,29.3,20.7,12.3
2024,Music 2,659,43.2,3.5,50.0,49.5,47.5,45.5,43.5,41.5,34.5,8.3,50.0,48.7,44.6,40.5,35.7,29.3
2024,Music Extension,390,45.7,4.4,50.0,50.0,50.0,49.0,47.0,44.0,35.8,9.8,50.0,50.0,49.4,44.0,35.8,29.0
2024,PDH&PE,17258,37.2,5.5,48.5,47.0,44.5,41.5,37.5,33.5,22.6,10.8,48.6,43.9,37.6,31.2,22.2,13.9
2024,Physics,8215,37.1,6.6,49.5,48.0,45.5,42.0,38.0,32.5,31.1,9.8,50.0,47.1,42.7,38.8,32.8,24.5
2024,Science Extension,753,38.5,4.8,49.0,49.0,44.0,42.0,39.0,36.0,32.2,7.1,49.2,48.0,40.9,37.1,32.6,27.8
2024,Society & Culture,5181,38.7,5.3,49.5,48.0,45.0,42.5,39.0,35.5,23.0,10.9,48.7,45.4,38.0,31.4,22.8,14.5
2024,Software Design & Development,1708,37.3,6.5,49.5,48.0,45.5,42.5,38.0,33.5,26.6,10.6,50.0,45.3,40.2,35.1,27.9,19.1
2024,Studies of Religion I,8475,38.7,5.1,50.0,49.0,45.0,42.0,39.0,35.0,27.6,9.3,49.1,46.0,39.9,34.8,27.7,20.5
2024,Studies of Religion II,6169,39.0,5.2,49.5,48.0,45.5,43.0,39.5,36.0,27.3,10.1,50.0,46.5,40.4,35.1,27.9,20.0
2024,Textiles & Design,1694,38.7,6.1,49.5,48.5,46.0,43.5,39.5,35.0,23.3,11.3,49.1,45.5,38.5,32.3,23.4,14.6
2024,Visual Arts,8832,41.2,3.8,50.0,48.0,45.5,44.0,41.5,39.0,21.9,11.1,48.9,45.5,37.5,30.5,21.2,12.9
2024,Arabic Continuers,240,40.5,4.2,49.5,48.5,45.5,43.5,40.5,38.0,17.0,11.3,44.7,42.3,33.8,24.4,14.3,7.7
2024,Arabic Extension,47,41.5,4.9,49.0,49.0,48.0,46.0,41.0,37.0,24.9,7.9,42.3,42.3,36.7,29.5,22.5,18.3
2024,Chinese Beginners,68,39.9,10.6,49.5,49.5,48.5,48.0,44.5,34.0,24.4,14.6,49.8,49.8,41.3,36.1,26.2,12.7
2024,Chinese Continuers,283,43.0,4.3,49.0,49.0,47.5,46.5,44.0,40.5,33.1,8.6,50.0,49.1,42.9,40.3,34.4,27.2
2024,Chinese Extension,73,44.5,3.6,50.0,50.0,47.0,47.0,46.0,44.0,38.1,4.9,50.0,50.0,43.1,41.4,38.9,35.3
2024,Chinese & Literature,252,41.6,3.5,48.0,47.5,45.5,44.0,42.0,40.0,25.7,10.5,50.0,48.0,40.3,33.4,25.7,18.5
2024,Chinese in Context,97,45.1,3.7,49.0,49.0,48.0,47.5,46.0,44.0,30.3,11.0,50.0,50.0,44.7,39.5,30.5,22.5
2024,French Beginners,356,37.9,8.1,50.0,49.5,47.0,43.5,38.5,34.0,23.9,11.1,48.8,47.6,39.1,31.4,23.6,15.9
2024,French Continuers,544,41.0,4.7,49.5,49.0,46.5,45.0,41.5,38.0,34.3,8.0,50.0,48.0,43.4,40.3,35.5,29.4
2024,French Extension,121,40.8,4.6,48.0,48.0,47.0,45.0,42.0,37.0,39.2,5.0,50.0,49.6,46.3,42.6,39.5,35.6
2024,German Beginners,68,40.8,5.9,50.0,50.0,48.0,47.0,41.5,36.0,27.2,10.2,49.1,49.1,41.1,37.0,27.3,19.3
2024,German Continuers,178,41.2,4.6,49.0,49.0,47.0,45.0,41.5,38.0,34.6,8.3,50.0,49.8,44.8,40.7,35.7,29.4
2024,German Extension,49,45.2,2.8,49.0,49.0,48.0,47.0,46.0,44.0,39.5,5.1,50.0,50.0,45.8,43.7,40.0,36.2
2024,Italian Beginners,292,39.2,6.7,49.5,49.5,46.5,45.0,40.0,34.5,25.6,10.7,49.6,48.6,38.6,33.9,25.6,16.9
2024,Italian Continuers,167,41.4,4.1,49.5,49.5,46.0,44.5,42.0,38.5,31.6,8.5,50.0,49.5,42.5,38.2,31.9,25.2
2024,Japanese Beginners,430,36.8,7.7,49.0,48.5,45.5,42.5,37.5,33.0,24.6,10.9,47.4,46.0,39.0,33.4,24.5,16.5
2024,Japanese Continuers,731,39.9,6.1,49.5,48.5,46.0,44.5,41.5,37.0,31.5,9.8,50.0,47.3,42.4,39.1,33.6,25.7
2024,Japanese Extension,146,43.0,4.3,49.0,49.0,48.0,46.0,44.0,41.0,37.5,5.3,50.0,50.0,44.2,40.8,37.1,34.4
2024,Korean Beginners,144,39.9,6.5,49.5,49.5,47.5,44.5,40.0,36.5,25.7,10.6,48.1,46.7,39.9,33.7,25.2,17.6
2024,Korean Continuers,50,46.6,2.4,49.5,49.5,48.5,48.0,47.0,46.0,32.4,8.6,50.0,50.0,43.5,38.9,32.5,27.2
2024,Latin Continuers,113,44.4,3.7,49.0,49.0,48.0,47.0,45.5,43.0,41.3,6.9,50.0,50.0,48.3,46.3,42.9,38.2
2024,Latin Extension,62,46.1,2.8,50.0,50.0,49.0,48.0,47.0,45.0,42.7,5.8,50.0,50.0,49.5,47.6,44.4,39.4
2024,Modern Greek Beginners,85,43.0,5.1,49.5,49.5,49.0,47.5,44.0,39.5,27.1,9.8,46.0,46.0,40.6,35.0,27.1,19.4
2024,Modern Greek Continuers,71,42.5,5.7,49.5,49.5,48.5,47.0,43.5,39.0,27.6,11.5,50.0,50.0,43.8,37.7,26.8,18.5
2024,Spanish Beginners,241,40.2,5.7,49.0,48.5,47.5,44.5,41.0,36.0,25.8,12.1,50.0,47.5,43.0,34.9,26.5,16.2
2024,Spanish Continuers,174,40.8,4.9,48.5,48.0,46.5,44.5,42.0,37.0,26.2,11.0,50.0,48.5,40.8,33.4,26.7,18.3
2024,Spanish Extension,50,43.0,3.9,49.0,49.0,47.0,46.0,44.0,41.0,30.9,6.2,45.7,45.7,37.4,35.2,30.0,26.9
2024,Vietnamese Continuers,135,39.8,3.7,48.0,46.5,45.0,43.0,39.5,37.5,22.1,10.0,46.3,41.7,36.9,30.9,20.7,13.8
2024,Automotive Exam,203,35.0,4.9,49.0,46.0,41.5,38.5,34.5,31.0,14.3,9.5,37.6,35.4,28.1,21.7,11.8,6.0
2024,Business Services Exam,1082,37.2,5.0,49.5,48.0,43.0,40.5,37.5,34.5,19.0,10.1,43.3,41.8,33.0,27.0,17.4,11.2
2024,Construction Exam,1529,38.8,4.8,48.5,47.0,44.5,42.5,39.5,36.0,16.8,10.2,41.5,38.9,31.0,24.4,15.5,8.6
2024,Electrotechnology Exam,258,35.7,4.6,46.5,46.0,42.0,39.5,35.5,32.0,18.4,8.7,39.5,39.0,31.2,24.9,16.5,11.2
2024,Entertainment Industry Exam,844,38.7,5.7,49.5,48.5,45.5,43.0,39.0,35.0,21.9,9.8,45.7,43.7,35.1,29.2,21.4,14.0
2024,Financial Services Exam,87,36.5,5.6,48.0,48.0,42.5,39.5,37.5,34.5,21.2,9.8,44.8,44.8,34.1,27.5,21.6,14.9
2024,Hospitality Exam,4759,38.2,4.4,48.5,46.5,43.5,41.5,38.5,35.5,19.2,10.2,44.2,41.0,33.8,26.9,19.2,11.0
2024,Human Services Exam,630,36.4,4.1,47.5,46.5,42.0,39.0,36.0,33.5,18.8,9.4,41.7,40.1,32.3,25.3,17.5,11.1
2024,Information & Digital Technology Exam,355,38.3,4.2,47.5,47.0,44.0,41.0,38.5,35.5,20.8,9.2,43.1,41.7,33.8,27.3,21.0,13.8
2024,Primary Industries Exam,555,37.6,4.0,47.5,47.0,42.5,40.5,37.5,34.5,17.2,9.2,39.6,39.2,30.5,24.1,16.3,9.7
2024,Retail Services Exam,725,35.7,5.0,49.0,47.0,42.0,39.0,36.0,33.0,16.8,10.8,43.3,41.9,32.6,24.5,16.2,8.0
2024,"Tourism, Travel & Events Exam",49,37.0,4.7,46.5,46.5,43.5,39.5,37.0,34.0,19.3,10.8,44.6,44.6,36.6,24.0,17.2,11.3
2025,Aboriginal Studies,827,35.3,8.4,49.5,49.0,45.0,41.5,36.5,30.0,14.8,12.4,44.3,42.6,33.8,23.6,11.0,4.0
2025,Agriculture,1509,36.7,6.7,50.0,48.0,45.5,41.5,37.5,32.0,19.1,11.1,45.2,41.6,35.4,27.8,18.7,9.6
2025,Ancient History,7495,36.4,7.1,50.0,47.5,44.5,41.5,37.5,32.0,22.4,11.0,48.8,44.4,37.4,30.9,22.5,13.7
2025,Biology,20710,36.7,6.3,49.5,47.0,44.0,41.5,37.5,33.0,26.2,10.5,50.0,45.3,39.9,34.8,26.7,18.0
2025,Business Studies,20452,37.4,6.0,49.5,48.0,45.0,42.0,37.5,33.0,23.9,11.0,50.0,45.6,39.2,32.6,23.4,15.1
2025,Chemistry,10369,37.6,5.8,49.0,47.5,45.0,42.0,38.0,34.0,32.0,9.9,50.0,47.6,43.6,39.8,33.9,25.8
2025,Community & Family Studies,9838,37.2,5.1,48.5,46.5,43.5,41.0,37.5,34.0,18.5,10.5,44.0,40.4,33.3,26.7,17.8,9.7
2025,Dance,845,41.7,4.2,50.0,49.0,47.0,44.5,42.5,39.0,23.9,11.2,46.6,44.4,39.6,32.5,24.3,15.2
2025,Design & Technology,4124,39.4,4.5,49.5,48.0,45.0,42.5,39.5,36.5,23.1,10.2,47.8,45.1,37.1,30.8,22.7,15.1
2025,Drama,3191,40.8,4.9,50.0,49.0,47.0,44.5,41.0,37.5,24.0,11.6,50.0,47.2,40.7,33.0,23.4,14.6
2025,Earth & Environmental Science,2678,37.3,6.0,50.0,47.5,44.0,41.5,38.0,33.5,22.8,10.9,48.3,43.4,37.1,31.5,23.2,13.9
2025,Economics,5741,39.0,5.8,50.0,48.0,45.5,43.5,40.0,35.5,31.4,9.9,50.0,47.1,43.0,38.9,33.0,25.0
2025,Engineering Studies,2558,36.8,5.6,49.5,47.5,44.5,40.5,37.0,33.5,26.2,10.0,49.5,45.9,39.6,33.6,26.4,18.6
2025,English Studies Exam,2717,29.4,5.2,46.5,38.0,35.0,33.0,30.0,26.5,9.0,5.8,44.7,25.0,16.4,12.9,8.3,3.6
2025,English Standard,33651,36.0,3.7,49.0,44.0,40.0,38.5,36.5,34.0,20.4,8.2,49.3,39.7,31.5,26.1,20.0,14.5
