year,course,number,hsc_mean,hsc_sd,hsc_max,hsc_p99,hsc_p90,hsc_p75,hsc_p50,hsc_p25,scaled_mean,scaled_sd,scaled_max,scaled_p99,scaled_p90,scaled_p75,scaled_p50,scaled_p25
2025,English Advanced,26292,41.1,3.3,49.5,47.5,45.5,43.5,41.0,39.0,32.8,8.0,50.0,46.9,42.6,38.9,33.7,27.7
2025,English EAL/D,1504,35.4,6.1,49.5,47.0,43.0,39.5,35.5,32.0,21.3,11.3,48.6,45.3,37.6,30.3,20.0,12.1
2025,English Extension 1,3691,42.8,4.5,50.0,49.0,47.0,46.0,44.0,41.0,36.1,6.7,50.0,48.3,43.9,40.9,36.9,32.2
2025,English Extension 2,1423,41.5,5.3,50.0,49.0,48.0,46.0,42.0,38.0,35.8,6.6,50.0,48.1,44.0,40.5,36.5,31.9
2025,Enterprise Computing,1869,37.0,5.3,49.5,46.5,43.5,40.5,37.5,34.0,23.8,10.9,50.0,46.1,39.1,31.7,23.7,15.6
2025,Food Technology,4187,36.8,5.8,49.5,48.0,44.5,41.0,37.0,32.5,18.9,11.3,45.9,43.3,35.6,27.3,17.6,9.3
2025,Geography,4419,38.0,6.0,49.5,48.0,45.5,42.5,38.5,34.0,25.2,11.4,50.0,47.3,40.5,34.1,25.4,16.5
2025,Industrial Technology,5999,35.6,5.8,50.0,48.0,44.0,39.5,35.5,31.5,17.7,10.2,42.3,39.6,32.7,25.4,16.6,9.1
2025,Investigating Science,3292,37.8,5.3,49.0,47.0,44.5,41.5,38.0,34.0,20.5,10.9,46.9,42.8,35.5,28.9,20.0,11.5
2025,Legal Studies,10080,37.8,6.6,49.5,48.0,45.5,43.0,39.0,33.0,25.3,11.2,50.0,45.7,39.9,34.4,25.9,16.5
2025,Mathematics Standard 1 Exam,3737,35.5,5.5,49.0,47.0,42.0,39.0,35.5,32.5,13.9,9.0,36.0,34.7,27.7,20.2,12.5,6.6
2025,Mathematics Standard 2,31762,36.0,6.6,49.5,47.5,44.5,40.5,36.5,32.0,23.3,10.2,47.1,42.9,37.3,31.5,23.2,15.1
2025,Mathematics Advanced,16809,39.6,6.1,50.0,49.0,47.0,44.5,40.0,36.0,31.9,9.4,50.0,47.5,42.9,38.9,33.2,25.9
2025,Mathematics Extension 1,9279,39.7,8.0,50.0,49.5,48.0,46.0,42.0,35.0,39.7,7.5,50.0,49.5,47.2,44.9,41.5,36.6
2025,Mathematics Extension 2,3844,41.5,6.3,50.0,49.5,48.0,46.5,43.5,37.5,43.4,5.3,50.0,49.6,48.3,46.9,44.7,41.5
2025,Modern History,10953,37.1,6.5,49.5,47.5,45.0,41.5,38.0,33.5,25.0,11.1,50.0,46.0,39.2,33.7,25.8,16.6
2025,History Extension,1777,40.5,5.2,49.0,48.0,47.0,45.0,41.0,37.0,32.7,7.7,50.0,47.0,42.7,38.1,32.9,27.6
2025,Music 1,4681,40.9,5.1,49.5,48.5,46.5,44.5,42.0,38.5,20.8,11.0,46.7,43.8,36.4,29.0,20.4,12.0
2025,Music 2,762,43.7,3.2,50.0,49.5,48.0,46.0,44.0,41.0,34.1,8.5,50.0,48.7,44.9,40.8,35.1,27.6
2025,Music Extension,447,46.2,4.1,50.0,50.0,50.0,49.0,47.0,45.0,35.9,10.3,50.0,50.0,49.6,45.2,36.3,29.4
2025,PDH&PE,17852,37.3,5.5,49.0,47.0,44.5,41.5,37.5,33.5,22.8,10.8,48.6,43.5,37.3,31.3,22.8,14.2
2025,Physics,8817,37.0,6.4,49.0,47.5,45.5,42.0,37.5,32.0,31.0,9.9,50.0,47.2,43.0,38.8,32.2,24.0
2025,Science Extension,855,37.6,5.0,49.0,47.0,44.0,41.0,38.0,35.0,32.0,7.2,49.3,46.4,41.0,37.1,32.5,27.2
2025,Society & Culture,4957,38.9,5.2,49.5,48.0,45.5,42.5,39.5,36.0,23.1,10.7,48.2,44.9,37.7,31.3,23.1,14.7
2025,Software Engineering,1768,37.6,5.6,49.0,48.0,44.5,41.5,38.0,34.5,26.7,10.3,50.0,47.3,40.5,34.6,27.2,19.0
2025,Studies of Religion I,8169,38.8,5.4,50.0,48.0,46.0,43.0,39.0,35.0,27.7,9.3,48.8,45.2,39.9,34.8,28.1,20.8
2025,Studies of Religion II,6731,38.9,5.4,49.5,48.0,45.0,43.0,39.5,36.0,27.3,10.3,50.0,46.0,40.5,35.4,28.1,19.7
2025,Textiles & Design,1482,38.9,5.6,49.0,48.0,46.0,43.5,39.5,35.0,22.8,11.2,48.5,45.6,38.3,31.5,22.4,13.8
2025,Visual Arts,9047,40.9,3.9,50.0,48.0,45.5,44.0,41.5,38.5,21.7,11.2,48.7,45.3,37.4,30.1,21.1,12.6
2025,Arabic Continuers,232,40.6,5.0,49.0,48.0,46.0,44.0,41.0,38.5,17.5,11.3,44.9,42.6,34.4,25.0,15.5,8.8
2025,Arabic Extension,53,42.9,3.7,49.0,49.0,47.0,46.0,43.0,41.0,25.7,6.8,41.6,41.6,33.7,32.1,25.3,21.3
2025,Chinese Beginners,56,39.3,8.7,49.5,49.5,48.5,47.5,42.0,32.0,23.8,12.2,48.1,48.1,39.0,34.7,23.3,14.2
2025,Chinese Continuers,334,43.5,5.0,49.5,49.5,48.5,47.5,45.5,40.5,32.8,9.6,50.0,48.6,43.5,40.2,35.0,26.0
2025,Chinese Extension,106,44.6,3.5,49.0,49.0,48.0,47.0,46.0,43.0,37.3,5.4,50.0,48.3,44.4,41.2,37.5,33.6
2025,Chinese & Literature,305,42.2,3.3,48.5,47.5,46.0,44.5,42.5,40.5,24.0,10.6,49.2,45.5,38.6,31.7,24.0,15.5
2025,Chinese in Context,110,45.2,2.9,49.5,49.5,48.0,47.0,45.5,44.5,31.5,9.7,50.0,49.3,42.7,38.5,31.9,25.9
2025,French Beginners,341,38.2,7.0,48.5,48.0,46.5,44.0,39.0,34.5,24.7,11.0,49.2,47.0,40.1,33.2,24.0,16.8
2025,French Continuers,520,41.2,4.6,49.5,49.0,47.0,45.0,41.5,38.0,34.4,8.0,50.0,48.0,44.2,40.5,35.4,29.7
2025,French Extension,104,40.3,4.7,48.0,48.0,46.0,44.0,40.0,37.0,38.9,6.2,50.0,50.0,47.0,43.3,38.5,34.5
2025,German Beginners,102,41.1,5.1,50.0,49.5,48.0,45.5,41.0,37.5,29.2,9.9,50.0,49.2,42.5,35.9,29.0,21.9
2025,German Continuers,173,41.1,4.8,49.5,49.0,47.5,45.5,41.0,38.0,33.7,9.0,50.0,48.9,45.1,41.1,34.2,28.5
2025,German Extension,55,44.7,3.6,50.0,50.0,49.0,48.0,45.0,43.0,38.4,6.9,50.0,50.0,46.7,44.7,37.9,34.9
2025,Indonesian Continuers,50,43.9,4.4,49.0,49.0,48.5,47.0,45.0,42.0,30.9,10.2,50.0,50.0,46.3,36.9,29.9,23.8
2025,Italian Beginners,294,38.8,7.2,50.0,49.5,47.5,45.0,39.5,33.5,28.3,10.5,50.0,48.1,41.9,36.4,28.9,19.9
2025,Italian Continuers,191,41.7,4.7,49.0,49.0,47.0,44.5,43.0,39.0,32.2,9.9,50.0,49.6,45.0,38.8,33.9,24.9
2025,Italian Extension,48,44.1,3.2,49.0,49.0,48.0,46.0,45.0,41.0,39.5,4.6,50.0,50.0,47.1,41.4,39.3,36.0
2025,Japanese Beginners,357,35.6,8.8,49.5,47.5,45.5,42.5,37.0,31.0,24.1,11.7,48.8,44.2,40.1,33.5,24.8,14.9
2025,Japanese Continuers,794,39.7,6.2,50.0,49.0,47.0,44.5,40.5,36.0,30.8,9.6,50.0,47.6,42.4,38.1,32.1,25.1
2025,Japanese Extension,134,43.6,4.1,49.0,49.0,48.0,47.0,45.0,42.0,38.0,5.2,50.0,48.3,45.0,41.2,38.0,34.7
2025,Korean Beginners,110,41.4,5.6,49.5,49.5,48.0,46.0,41.5,38.0,27.7,11.1,49.2,49.0,42.8,36.1,26.1,19.8
2025,Korean Continuers,84,43.5,4.9,49.0,49.0,47.5,46.5,45.5,41.5,27.2,10.7,48.6,48.6,39.4,34.1,28.0,20.5
2025,Latin Continuers,140,44.1,4.4,50.0,49.5,48.5,47.5,45.5,42.0,40.5,7.3,50.0,49.0,47.7,46.1,42.6,37.3
2025,Latin Extension,80,46.0,4.2,50.0,50.0,49.0,49.0,47.0,45.0,42.3,6.4,50.0,50.0,48.4,47.0,43.7,39.4
2025,Modern Greek Beginners,102,43.0,6.0,50.0,50.0,49.0,48.0,44.5,40.0,26.0,10.5,47.0,45.2,39.0,34.8,25.5,18.7
2025,Modern Greek Continuers,55,42.6,5.9,49.5,49.5,49.0,47.5,43.5,38.5,25.2,13.9,50.0,50.0,45.6,35.3,21.4,13.9
2025,Spanish Beginners,286,40.3,6.3,49.5,49.0,48.0,45.5,41.5,36.0,25.7,12.2,50.0,47.9,42.3,35.5,26.0,16.6
2025,Spanish Continuers,180,40.6,5.1,49.0,49.0,47.0,44.5,41.5,36.5,26.6,9.8,47.4,46.8,39.0,33.3,28.0,19.8
2025,Spanish Extension,57,44.3,3.4,49.0,49.0,48.0,47.0,45.0,42.0,32.4,5.8,47.2,47.2,40.3,36.5,31.6,28.0
2025,Vietnamese Continuers,218,39.8,3.5,47.5,46.5,43.5,42.5,40.0,37.5,17.9,9.5,41.1,40.3,30.7,25.1,16.3,10.2
2025,Automotive Exam,264,37.3,4.6,47.5,47.0,43.5,41.0,37.0,33.5,14.1,9.8,38.2,37.7,28.8,21.2,11.5,5.7
2025,Business Services Exam,1515,36.8,5.2,50.0,46.5,43.0,40.5,37.0,33.5,18.7,9.8,42.4,39.1,32.9,26.1,17.8,10.8
2025,Construction Exam,1951,38.0,5.5,48.0,47.0,44.0,42.0,39.0,35.0,16.5,10.3,41.4,39.5,31.4,24.7,15.0,8.3
2025,Electrotechnology Exam,328,36.1,4.6,46.5,45.0,42.5,39.5,36.5,32.5,17.6,9.1,39.5,36.7,31.1,24.0,17.2,9.5
2025,Entertainment Industry Exam,979,39.0,4.6,48.0,47.5,45.0,43.0,39.0,36.0,20.8,9.9,44.3,43.5,34.4,28.6,19.9,13.2
2025,Financial Services Exam,101,36.8,4.4,45.5,45.5,43.0,40.5,36.5,34.0,24.6,9.7,46.6,46.6,39.2,32.0,22.9,17.5
2025,Hospitality Exam,5642,37.7,4.8,48.5,46.5,43.5,41.0,38.0,34.5,18.7,10.2,43.6,41.2,33.6,25.9,17.5,10.1
2025,Human Services Exam,790,36.5,4.1,47.5,46.5,42.5,39.0,36.0,33.5,18.7,9.0,40.6,39.1,32.1,25.1,18.1,11.5
2025,Information & Digital Technology Exam,385,38.3,4.3,47.5,47.0,43.5,41.5,38.5,35.5,20.5,9.0,42.1,40.6,32.3,27.0,19.9,13.9
2025,Primary Industries Exam,663,37.3,3.9,48.5,45.5,42.5,40.0,37.5,35.0,16.2,9.1,38.7,36.2,29.9,23.5,15.2,8.7
2025,Retail Services Exam,909,35.5,4.6,47.5,46.0,41.5,38.0,35.5,33.0,16.1,10.2,41.0,39.3,31.9,22.9,14.7,7.4
2025,"Tourism, Travel & Events Exam",94,37.9,3.7,45.5,45.5,42.5,40.5,38.0,36.0,20.4,9.6,43.1,43.1,34.4,26.4,19.4,13.9
